2026-08-03 01:34:03 | INFO    | pipeline.phase8_train | [Phase 8: Model Training] Starting...
2026-08-03 01:34:03 | INFO    | pipeline.phase8_train |   Training EURUSD xgboost...
2026-08-03 01:34:04 | INFO    | pipeline.phase8_train |     EURUSD xgboost: accuracy=0.3976 (0.9s)
2026-08-03 01:34:04 | INFO    | pipeline.phase8_train |   Training EURUSD lightgbm...
2026-08-03 01:34:07 | INFO    | pipeline.phase8_train |     EURUSD lightgbm: accuracy=0.3899 (3.1s, stopped at round 1/200)
2026-08-03 01:34:07 | INFO    | pipeline.phase8_train |   Training EURUSD catboost...
2026-08-03 01:34:09 | INFO    | pipeline.phase8_train |     EURUSD catboost: accuracy=0.3878 (1.6s, stopped at round 7/200)
2026-08-03 01:34:09 | INFO    | pipeline.phase8_train |   Training EURUSD random_forest...
2026-08-03 01:34:14 | INFO    | pipeline.phase8_train |     EURUSD random_forest: accuracy=0.3899 (5.3s)
2026-08-03 01:34:14 | INFO    | pipeline.phase8_train | [Phase 8: Model Training] Completed in 0m 11.4s
