2026-08-02 23:11:16 | INFO    | pipeline.phase8_train | [Phase 8: Model Training] Starting...
2026-08-02 23:11:17 | INFO    | pipeline.phase8_train |   Training EURUSD xgboost...
2026-08-02 23:11:18 | INFO    | pipeline.phase8_train |     EURUSD xgboost: accuracy=0.4614 (1.3s)
2026-08-02 23:11:18 | INFO    | pipeline.phase8_train |   Training EURUSD lightgbm...
2026-08-02 23:11:21 | INFO    | pipeline.phase8_train |     EURUSD lightgbm: accuracy=0.4614 (3.0s, stopped at round 9/200)
2026-08-02 23:11:21 | INFO    | pipeline.phase8_train |   Training EURUSD catboost...
2026-08-02 23:11:24 | INFO    | pipeline.phase8_train |     EURUSD catboost: accuracy=0.4669 (3.3s, stopped at round 24/200)
2026-08-02 23:11:24 | INFO    | pipeline.phase8_train |   Training EURUSD random_forest...
2026-08-02 23:11:33 | INFO    | pipeline.phase8_train |     EURUSD random_forest: accuracy=0.3163 (8.8s)
2026-08-02 23:11:33 | INFO    | pipeline.phase8_train | [Phase 8: Model Training] Completed in 0m 17.0s
