datetime_utc,open,high,low,close,tick_volume,spread,real_volume
2025-07-25 06:30:00+00:00,0.93468,0.93479,0.93428,0.93428,881,38,0
2025-07-25 06:45:00+00:00,0.93429,0.93463,0.93426,0.93427,933,31,0
2025-07-25 07:00:00+00:00,0.93428,0.93478,0.93427,0.9346,857,33,0
2025-07-25 07:15:00+00:00,0.93459,0.93483,0.9345,0.93457,840,32,0
2025-07-25 07:30:00+00:00,0.93459,0.93498,0.93455,0.93465,856,30,0
2025-07-25 07:45:00+00:00,0.93466,0.93498,0.93462,0.93486,977,37,0
2025-07-25 08:00:00+00:00,0.93483,0.9352,0.93444,0.93456,989,30,0
2025-07-25 08:15:00+00:00,0.93457,0.93483,0.93444,0.93473,897,30,0
2025-07-25 08:30:00+00:00,0.93475,0.9349,0.93419,0.93426,771,30,0
2025-07-25 08:45:00+00:00,0.93426,0.93464,0.93423,0.93451,533,30,0
2025-07-25 09:00:00+00:00,0.9345,0.93497,0.93425,0.93489,1005,40,0
2025-07-25 09:15:00+00:00,0.9349,0.93497,0.93466,0.93475,631,30,0
2025-07-25 09:30:00+00:00,0.93477,0.93483,0.93457,0.93472,679,30,0
2025-07-25 09:45:00+00:00,0.93472,0.93498,0.93446,0.93479,746,32,0
2025-07-25 10:00:00+00:00,0.9348,0.93484,0.93445,0.93447,511,30,0
2025-07-25 10:15:00+00:00,0.93444,0.93453,0.93402,0.9341,810,38,0
2025-07-25 10:30:00+00:00,0.9341,0.93414,0.93382,0.934,648,37,0
2025-07-25 10:45:00+00:00,0.93397,0.93446,0.93386,0.93444,774,30,0
2025-07-25 11:00:00+00:00,0.93444,0.93452,0.93401,0.93403,732,30,0
2025-07-25 11:15:00+00:00,0.93401,0.93424,0.93376,0.93378,913,38,0
2025-07-25 11:30:00+00:00,0.93377,0.93384,0.93336,0.9334,888,30,0
2025-07-25 11:45:00+00:00,0.93343,0.93406,0.93342,0.93371,884,30,0
2025-07-25 12:00:00+00:00,0.93372,0.93419,0.93365,0.93414,765,30,0
2025-07-25 12:15:00+00:00,0.93417,0.93463,0.93408,0.93458,863,30,0
2025-07-25 12:30:00+00:00,0.9346,0.93465,0.93394,0.93394,758,11,0
2025-07-25 12:45:00+00:00,0.93393,0.93416,0.93378,0.93407,846,11,0
2025-07-25 13:00:00+00:00,0.93405,0.93415,0.93319,0.93354,1545,30,0
2025-07-25 13:15:00+00:00,0.93354,0.93395,0.93346,0.93377,1345,30,0
2025-07-25 13:30:00+00:00,0.93377,0.93411,0.93376,0.93397,1310,30,0
2025-07-25 13:45:00+00:00,0.93398,0.93418,0.93385,0.93391,1246,30,0
2025-07-25 14:00:00+00:00,0.93393,0.93417,0.93343,0.93401,1188,30,0
2025-07-25 14:15:00+00:00,0.93402,0.9343,0.93397,0.9342,781,11,0
2025-07-25 14:30:00+00:00,0.9342,0.93466,0.93401,0.93444,1139,30,0
2025-07-25 14:45:00+00:00,0.93443,0.93458,0.93415,0.93433,1013,30,0
2025-07-25 15:00:00+00:00,0.93432,0.93476,0.93409,0.93469,1025,30,0
2025-07-25 15:15:00+00:00,0.93469,0.93478,0.93424,0.93443,872,30,0
2025-07-25 15:30:00+00:00,0.93441,0.93443,0.93399,0.93399,829,30,0
2025-07-25 15:45:00+00:00,0.93398,0.93413,0.93379,0.9341,876,30,0
2025-07-25 16:00:00+00:00,0.93409,0.93422,0.93373,0.93383,1133,30,0
2025-07-25 16:15:00+00:00,0.93382,0.93391,0.93336,0.9335,1017,30,0
2025-07-25 16:30:00+00:00,0.9335,0.93359,0.93306,0.93313,798,30,0
2025-07-25 16:45:00+00:00,0.93315,0.93334,0.93286,0.93286,749,30,0
2025-07-25 17:00:00+00:00,0.93285,0.93309,0.93262,0.93296,707,30,0
2025-07-25 17:15:00+00:00,0.93297,0.93322,0.93295,0.93322,582,30,0
2025-07-25 17:30:00+00:00,0.93321,0.93337,0.93318,0.93328,512,30,0
2025-07-25 17:45:00+00:00,0.93327,0.93329,0.93294,0.93302,437,30,0
2025-07-25 18:00:00+00:00,0.93302,0.93325,0.93299,0.93315,595,30,0
2025-07-25 18:15:00+00:00,0.93316,0.93348,0.93313,0.93342,546,30,0
2025-07-25 18:30:00+00:00,0.93342,0.93346,0.93324,0.93338,502,30,0
2025-07-25 18:45:00+00:00,0.93337,0.93344,0.93324,0.93331,738,30,0
2025-07-25 19:00:00+00:00,0.93329,0.93352,0.93324,0.93344,303,30,0
2025-07-25 19:15:00+00:00,0.93346,0.93351,0.9333,0.93348,397,30,0
2025-07-25 19:30:00+00:00,0.93348,0.93354,0.9333,0.9333,444,30,0
2025-07-25 19:45:00+00:00,0.93333,0.93347,0.93327,0.9334,379,30,0
2025-07-25 20:00:00+00:00,0.93341,0.93353,0.93335,0.9335,551,30,0
