datetime_utc,open,high,low,close,tick_volume,spread,real_volume
2025-07-25 06:30:00+00:00,38.974,39.044,38.966,39.036,728,13,0
2025-07-25 06:45:00+00:00,39.036,39.102,39.03,39.087,845,13,0
2025-07-25 07:00:00+00:00,39.087,39.098,39.033,39.091,663,13,0
2025-07-25 07:15:00+00:00,39.091,39.132,39.06,39.127,732,13,0
2025-07-25 07:30:00+00:00,39.126,39.13,39.048,39.055,638,13,0
2025-07-25 07:45:00+00:00,39.055,39.058,39.003,39.025,492,14,0
2025-07-25 08:00:00+00:00,39.025,39.059,38.977,38.99,601,13,0
2025-07-25 08:15:00+00:00,38.99,38.99,38.851,38.867,971,13,0
2025-07-25 08:30:00+00:00,38.867,38.954,38.863,38.92,696,13,0
2025-07-25 08:45:00+00:00,38.92,38.932,38.82,38.848,625,13,0
2025-07-25 09:00:00+00:00,38.848,38.898,38.822,38.825,694,15,0
2025-07-25 09:15:00+00:00,38.825,38.841,38.787,38.813,614,13,0
2025-07-25 09:30:00+00:00,38.813,38.85,38.791,38.848,474,14,0
2025-07-25 09:45:00+00:00,38.848,38.856,38.783,38.785,365,13,0
2025-07-25 10:00:00+00:00,38.785,38.804,38.771,38.78,376,13,0
2025-07-25 10:15:00+00:00,38.78,38.78,38.725,38.732,502,13,0
2025-07-25 10:30:00+00:00,38.732,38.75,38.69,38.692,530,13,0
2025-07-25 10:45:00+00:00,38.692,38.754,38.672,38.732,584,14,0
2025-07-25 11:00:00+00:00,38.732,38.745,38.664,38.665,540,15,0
2025-07-25 11:15:00+00:00,38.665,38.724,38.623,38.656,680,15,0
2025-07-25 11:30:00+00:00,38.656,38.725,38.641,38.673,661,15,0
2025-07-25 11:45:00+00:00,38.673,38.78,38.673,38.756,837,15,0
2025-07-25 12:00:00+00:00,38.756,38.844,38.736,38.788,951,16,0
2025-07-25 12:15:00+00:00,38.788,38.837,38.74,38.77,963,18,0
2025-07-25 12:30:00+00:00,38.77,38.839,38.747,38.838,1127,16,0
2025-07-25 12:45:00+00:00,38.838,38.863,38.803,38.851,1011,15,0
2025-07-25 13:00:00+00:00,38.851,38.862,38.761,38.793,2240,18,0
2025-07-25 13:15:00+00:00,38.793,38.855,38.771,38.825,1881,16,0
2025-07-25 13:30:00+00:00,38.825,38.954,38.783,38.812,2749,16,0
2025-07-25 13:45:00+00:00,38.813,38.941,38.795,38.817,1816,15,0
