datetime_utc,open,high,low,close,tick_volume,spread,real_volume
2025-07-25 07:00:00+00:00,172.747,173.244,172.744,173.206,6318,20,0
2025-07-25 08:00:00+00:00,173.212,173.606,173.206,173.503,6468,20,0
2025-07-25 09:00:00+00:00,173.502,173.576,173.405,173.519,4951,20,0
2025-07-25 10:00:00+00:00,173.519,173.536,173.295,173.306,4524,20,0
2025-07-25 11:00:00+00:00,173.303,173.325,173.063,173.086,5129,20,0
2025-07-25 12:00:00+00:00,173.086,173.286,173.049,173.252,5158,9,0
2025-07-25 13:00:00+00:00,173.252,173.286,172.978,173.097,8615,20,0
2025-07-25 14:00:00+00:00,173.097,173.305,173.048,173.268,6801,9,0
2025-07-25 15:00:00+00:00,173.267,173.381,173.214,173.327,6010,20,0
2025-07-25 16:00:00+00:00,173.328,173.329,173.211,173.296,4575,20,0
2025-07-25 17:00:00+00:00,173.296,173.353,173.28,173.311,3448,20,0
2025-07-25 18:00:00+00:00,173.311,173.342,173.263,173.315,3464,20,0
2025-07-25 19:00:00+00:00,173.313,173.358,173.252,173.347,2467,20,0
2025-07-25 20:00:00+00:00,173.35,173.4,173.28,173.342,2196,20,0
2025-07-27 21:00:00+00:00,173.605,173.688,173.567,173.637,1461,112,0
2025-07-27 22:00:00+00:00,173.64,173.763,173.56,173.749,2914,20,0
2025-07-27 23:00:00+00:00,173.748,173.86,173.698,173.717,3548,20,0
2025-07-28 00:00:00+00:00,173.717,173.842,173.625,173.646,6253,20,0
2025-07-28 01:00:00+00:00,173.646,173.82,173.587,173.768,5460,20,0
2025-07-28 02:00:00+00:00,173.767,173.89,173.746,173.771,4291,20,0
2025-07-28 03:00:00+00:00,173.771,173.787,173.613,173.655,3404,20,0
2025-07-28 04:00:00+00:00,173.654,173.658,173.53,173.554,3643,20,0
2025-07-28 05:00:00+00:00,173.555,173.614,173.463,173.585,3870,20,0
2025-07-28 06:00:00+00:00,173.585,173.763,173.485,173.487,5998,20,0
2025-07-28 07:00:00+00:00,173.488,173.501,173.088,173.116,7034,20,0
2025-07-28 08:00:00+00:00,173.117,173.263,173.095,173.161,6082,20,0
2025-07-28 09:00:00+00:00,173.162,173.24,173.018,173.116,5754,20,0
2025-07-28 10:00:00+00:00,173.117,173.145,172.962,173.009,5284,20,0
2025-07-28 11:00:00+00:00,173.009,173.03,172.482,172.583,6259,20,0
2025-07-28 12:00:00+00:00,172.589,172.731,172.539,172.597,6686,20,0
2025-07-28 13:00:00+00:00,172.598,172.598,172.281,172.511,7030,20,0
2025-07-28 14:00:00+00:00,172.511,172.556,172.391,172.545,6983,20,0
2025-07-28 15:00:00+00:00,172.546,172.574,172.338,172.339,6072,20,0
