timestamp,open,high,low,close,volume,tick_volume,spread,real_volume,tick_vol,real_vol
2021-09-27 04:00:00+00:00,0.92513,0.92562,0.92461,0.92552,,,,,2480.0,0.0
2021-09-27 08:00:00+00:00,0.92554,0.92909,0.92552,0.92835,,,,,8682.0,0.0
2021-09-27 12:00:00+00:00,0.92834,0.92861,0.92594,0.92681,,,,,10424.0,0.0
2021-09-27 16:00:00+00:00,0.92681,0.92833,0.92484,0.92579,,,,,10317.0,0.0
2021-09-27 20:00:00+00:00,0.92579,0.92615,0.92509,0.92568,,,,,3575.0,0.0
2021-09-28 00:00:00+00:00,0.92567,0.9266,0.92499,0.92644,,,,,1301.0,0.0
2021-09-28 04:00:00+00:00,0.92642,0.92696,0.92597,0.92629,,,,,1714.0,0.0
2021-09-28 08:00:00+00:00,0.92634,0.9295,0.92598,0.92783,,,,,7999.0,0.0
2021-09-28 12:00:00+00:00,0.92783,0.92944,0.92677,0.92845,,,,,11820.0,0.0
2021-09-28 16:00:00+00:00,0.92846,0.93017,0.9266,0.92889,,,,,14776.0,0.0
2021-09-28 20:00:00+00:00,0.92889,0.93007,0.92889,0.92922,,,,,4730.0,0.0
2021-09-29 00:00:00+00:00,0.92914,0.92986,0.92776,0.92976,,,,,2741.0,0.0
2021-09-29 04:00:00+00:00,0.92976,0.9299,0.92803,0.9293,,,,,3165.0,0.0
2021-09-29 08:00:00+00:00,0.92924,0.9307,0.92851,0.92944,,,,,10507.0,0.0
2021-09-29 12:00:00+00:00,0.92945,0.9303,0.92802,0.93016,,,,,11787.0,0.0
2021-09-29 16:00:00+00:00,0.93016,0.93499,0.92965,0.93496,,,,,12358.0,0.0
2021-09-29 20:00:00+00:00,0.93496,0.93553,0.93427,0.93439,,,,,4748.0,0.0
2021-09-30 00:00:00+00:00,0.93411,0.93474,0.93272,0.93379,,,,,1641.0,0.0
2021-09-30 04:00:00+00:00,0.93379,0.93417,0.933,0.93334,,,,,2606.0,0.0
2021-09-30 08:00:00+00:00,0.93326,0.93505,0.93284,0.93441,,,,,8313.0,0.0
2021-09-30 12:00:00+00:00,0.93441,0.93683,0.93363,0.9337,,,,,9844.0,0.0
2021-09-30 16:00:00+00:00,0.93369,0.93562,0.93211,0.9341,,,,,15750.0,0.0
