timestamp,open,high,low,close,volume,tick_volume,spread,real_volume,tick_vol,real_vol,weekday
2022-02-17 07:00:00+00:00,1.3571,1.35872,1.35709,1.3583,,,,,4526.0,0.0,3
2022-02-17 08:00:00+00:00,1.3583,1.3597000000000001,1.35738,1.35839,,,,,4915.0,0.0,3
2022-02-17 09:00:00+00:00,1.35839,1.35958,1.35833,1.35957,,,,,5233.0,0.0,3
2022-02-17 10:00:00+00:00,1.35957,1.36015,1.35679,1.3584,,,,,9320.0,0.0,3
2022-02-17 11:00:00+00:00,1.35843,1.36081,1.3578000000000001,1.36041,,,,,7592.0,0.0,3
2022-02-17 12:00:00+00:00,1.36041,1.36134,1.35959,1.36109,,,,,5927.0,0.0,3
2022-02-17 13:00:00+00:00,1.36109,1.36191,1.36038,1.36081,,,,,4245.0,0.0,3
2022-02-17 14:00:00+00:00,1.3608,1.36279,1.36017,1.36252,,,,,5646.0,0.0,3
2022-02-17 15:00:00+00:00,1.3625099999999999,1.36283,1.361,1.36176,,,,,7527.0,0.0,3
2022-02-17 16:00:00+00:00,1.36176,1.36378,1.3608,1.3615300000000001,,,,,10689.0,0.0,3
2022-02-17 17:00:00+00:00,1.36154,1.36337,1.36089,1.36203,,,,,8751.0,0.0,3
2022-02-17 18:00:00+00:00,1.36203,1.3630499999999999,1.36169,1.36223,,,,,5636.0,0.0,3
2022-02-17 19:00:00+00:00,1.36222,1.3629,1.36199,1.36232,,,,,3409.0,0.0,3
2022-02-17 20:00:00+00:00,1.36232,1.36311,1.36229,1.36304,,,,,3759.0,0.0,3
2022-02-17 21:00:00+00:00,1.363,1.36313,1.36216,1.3623,,,,,2880.0,0.0,3
2022-02-17 22:00:00+00:00,1.36227,1.36234,1.36139,1.36175,,,,,3760.0,0.0,3
2022-02-17 23:00:00+00:00,1.36173,1.3618999999999999,1.36124,1.36155,,,,,1709.0,0.0,3
2022-02-18 00:00:00+00:00,1.36132,1.36184,1.36072,1.36123,,,,,916.0,0.0,4
2022-02-18 01:00:00+00:00,1.36123,1.36196,1.36109,1.36137,,,,,852.0,0.0,4
2022-02-18 02:00:00+00:00,1.36136,1.36168,1.36043,1.36043,,,,,2453.0,0.0,4
2022-02-18 03:00:00+00:00,1.36043,1.3618299999999999,1.3603,1.36094,,,,,5104.0,0.0,4
2022-02-18 04:00:00+00:00,1.36094,1.36104,1.35998,1.3605,,,,,2812.0,0.0,4
2022-02-18 05:00:00+00:00,1.3605,1.36125,1.3605,1.36117,,,,,2095.0,0.0,4
2022-02-18 06:00:00+00:00,1.3611900000000001,1.3614,1.36084,1.3608799999999999,,,,,1613.0,0.0,4
2022-02-18 07:00:00+00:00,1.3608799999999999,1.3611900000000001,1.36052,1.3609499999999999,,,,,1638.0,0.0,4
2022-02-18 08:00:00+00:00,1.3609499999999999,1.36196,1.36064,1.3618299999999999,,,,,1917.0,0.0,4
2022-02-18 09:00:00+00:00,1.36186,1.3626800000000001,1.3612600000000001,1.36232,,,,,3298.0,0.0,4
2022-02-18 10:00:00+00:00,1.36232,1.36428,1.36185,1.36348,,,,,5331.0,0.0,4
2022-02-18 11:00:00+00:00,1.36348,1.36365,1.36186,1.36235,,,,,5381.0,0.0,4
2022-02-18 12:00:00+00:00,1.36233,1.36289,1.36109,1.3611900000000001,,,,,5279.0,0.0,4
2022-02-18 13:00:00+00:00,1.3611900000000001,1.36221,1.36108,1.36168,,,,,4896.0,0.0,4
2022-02-18 14:00:00+00:00,1.36169,1.36258,1.36136,1.36182,,,,,3586.0,0.0,4
2022-02-18 15:00:00+00:00,1.36182,1.3618299999999999,1.3601,1.36063,,,,,6402.0,0.0,4
2022-02-18 16:00:00+00:00,1.36063,1.36121,1.35927,1.36083,,,,,7748.0,0.0,4
2022-02-18 17:00:00+00:00,1.36084,1.36121,1.35806,1.35827,,,,,7295.0,0.0,4
2022-02-18 18:00:00+00:00,1.35826,1.35941,1.35733,1.35849,,,,,7136.0,0.0,4
2022-02-18 19:00:00+00:00,1.35849,1.35898,1.35755,1.35824,,,,,5549.0,0.0,4
2022-02-18 20:00:00+00:00,1.35824,1.35998,1.3582,1.3598,,,,,2196.0,0.0,4
2022-02-18 21:00:00+00:00,1.3598,1.36059,1.3594,1.36016,,,,,2715.0,0.0,4
2022-02-18 22:00:00+00:00,1.36015,1.36046,1.35941,1.35972,,,,,3318.0,0.0,4
2022-02-18 23:00:00+00:00,1.35971,1.3603399999999999,1.35918,1.35923,,,,,1012.0,0.0,4
2022-02-21 00:00:00+00:00,1.35784,1.35959,1.35784,1.35908,,,,,378.0,0.0,0
2022-02-21 01:00:00+00:00,1.35908,1.3597000000000001,1.35865,1.35906,,,,,1459.0,0.0,0
2022-02-21 02:00:00+00:00,1.3590499999999999,1.36064,1.35853,1.3601,,,,,2184.0,0.0,0
2022-02-21 03:00:00+00:00,1.36009,1.36165,1.35989,1.36131,,,,,6491.0,0.0,0
2022-02-21 04:00:00+00:00,1.36132,1.36173,1.36118,1.36168,,,,,3731.0,0.0,0
2022-02-21 05:00:00+00:00,1.36168,1.36233,1.3616,1.36193,,,,,2454.0,0.0,0
2022-02-21 06:00:00+00:00,1.36193,1.36206,1.3615300000000001,1.36192,,,,,1315.0,0.0,0
2022-02-21 07:00:00+00:00,1.36194,1.36249,1.36179,1.36191,,,,,1822.0,0.0,0
2022-02-21 08:00:00+00:00,1.36188,1.36273,1.36182,1.36258,,,,,1761.0,0.0,0
