timestamp,open,high,low,close,volume,tick_volume,spread,real_volume,tick_vol,real_vol
2021-09-27 04:00:00+00:00,1.36696,1.36799,1.3664,1.36765,,,,,6249.0,0.0
2021-09-27 08:00:00+00:00,1.36765,1.37103,1.3658000000000001,1.37019,,,,,15749.0,0.0
2021-09-27 12:00:00+00:00,1.37019,1.37188,1.36807,1.3707799999999999,,,,,20009.0,0.0
2021-09-27 16:00:00+00:00,1.37077,1.37287,1.36913,1.37065,,,,,21690.0,0.0
2021-09-27 20:00:00+00:00,1.37065,1.3715600000000001,1.36971,1.36984,,,,,6904.0,0.0
2021-09-28 00:00:00+00:00,1.3698299999999999,1.3705,1.36901,1.3695,,,,,2158.0,0.0
2021-09-28 04:00:00+00:00,1.3695,1.3714,1.36877,1.3714,,,,,2723.0,0.0
2021-09-28 08:00:00+00:00,1.3714,1.37171,1.36597,1.36723,,,,,14277.0,0.0
2021-09-28 12:00:00+00:00,1.36723,1.3676599999999999,1.35313,1.35455,,,,,22999.0,0.0
2021-09-28 16:00:00+00:00,1.35455,1.35618,1.3523100000000001,1.35296,,,,,29892.0,0.0
2021-09-28 20:00:00+00:00,1.35296,1.35456,1.35205,1.35367,,,,,12909.0,0.0
2021-09-29 00:00:00+00:00,1.35346,1.3544,1.35283,1.35347,,,,,7571.0,0.0
2021-09-29 04:00:00+00:00,1.35348,1.35492,1.35296,1.35491,,,,,7885.0,0.0
2021-09-29 08:00:00+00:00,1.35491,1.35549,1.35003,1.35018,,,,,20540.0,0.0
2021-09-29 12:00:00+00:00,1.35018,1.35298,1.34549,1.34628,,,,,18510.0,0.0
2021-09-29 16:00:00+00:00,1.34631,1.34687,1.34117,1.34242,,,,,25832.0,0.0
2021-09-29 20:00:00+00:00,1.34242,1.34415,1.34125,1.34253,,,,,11532.0,0.0
2021-09-30 00:00:00+00:00,1.34243,1.3441100000000001,1.34213,1.3440699999999999,,,,,5032.0,0.0
2021-09-30 04:00:00+00:00,1.34406,1.34595,1.34361,1.3448,,,,,5283.0,0.0
2021-09-30 08:00:00+00:00,1.34481,1.34575,1.34155,1.34387,,,,,15694.0,0.0
2021-09-30 12:00:00+00:00,1.34387,1.34801,1.34325,1.3473899999999999,,,,,16860.0,0.0
2021-09-30 16:00:00+00:00,1.3473899999999999,1.35174,1.34469,1.34607,,,,,28555.0,0.0
2021-09-30 20:00:00+00:00,1.34607,1.34845,1.3449900000000001,1.34728,,,,,14428.0,0.0
2021-10-01 00:00:00+00:00,1.34707,1.34799,1.3454,1.3454,,,,,7436.0,0.0
2021-10-01 04:00:00+00:00,1.34541,1.34622,1.34443,1.34592,,,,,10523.0,0.0
2021-10-01 08:00:00+00:00,1.34592,1.34821,1.34334,1.3473899999999999,,,,,24617.0,0.0
2021-10-01 12:00:00+00:00,1.3473899999999999,1.35469,1.34734,1.35427,,,,,23038.0,0.0
2021-10-01 16:00:00+00:00,1.35428,1.35757,1.3535,1.35611,,,,,31127.0,0.0
2021-10-01 20:00:00+00:00,1.35611,1.3565800000000001,1.35415,1.35427,,,,,7494.0,0.0
2021-10-04 00:00:00+00:00,1.35418,1.35767,1.35384,1.35575,,,,,4392.0,0.0
2021-10-04 04:00:00+00:00,1.35575,1.35578,1.35335,1.3547799999999999,,,,,8389.0,0.0
2021-10-04 08:00:00+00:00,1.3547799999999999,1.35681,1.35316,1.35591,,,,,19417.0,0.0
2021-10-04 12:00:00+00:00,1.35592,1.36108,1.3557000000000001,1.36054,,,,,19467.0,0.0
2021-10-04 16:00:00+00:00,1.36054,1.3639999999999999,1.35947,1.36077,,,,,25631.0,0.0
2021-10-04 20:00:00+00:00,1.36077,1.36182,1.3603,1.36071,,,,,9799.0,0.0
2021-10-05 00:00:00+00:00,1.36059,1.36123,1.35933,1.35947,,,,,3582.0,0.0
2021-10-05 04:00:00+00:00,1.35947,1.3606099999999999,1.35845,1.35896,,,,,8239.0,0.0
2021-10-05 08:00:00+00:00,1.35896,1.36274,1.35849,1.36201,,,,,17530.0,0.0
2021-10-05 12:00:00+00:00,1.36201,1.36426,1.3613,1.36227,,,,,16270.0,0.0
2021-10-05 16:00:00+00:00,1.36226,1.36478,1.35998,1.36413,,,,,25348.0,0.0
2021-10-05 20:00:00+00:00,1.36413,1.36443,1.36204,1.36252,,,,,9469.0,0.0
