symbol,entry_time,signal,score,outcome,r_multiple
GBPCAD,2026-01-06 00:30:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-01-06 01:45:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-01-06 02:45:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-01-06 03:30:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-01-06 05:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-01-06 09:15:00+00:00,BUY,4,LOSS,-1.0
GBPCAD,2026-01-06 11:00:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-01-06 13:00:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-01-07 02:45:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-01-07 03:15:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-01-07 07:30:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-01-07 13:15:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-01-12 08:15:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-01-12 08:45:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-01-12 10:00:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-01-12 10:30:00+00:00,BUY,3,LOSS,-1.0
GBPCAD,2026-01-13 20:00:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-01-19 00:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-01-20 00:00:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-01-20 01:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-01-20 07:15:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-01-20 09:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-01-20 11:30:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-01-23 09:15:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-01-23 10:00:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-01-23 12:15:00+00:00,BUY,2,WIN,1.0
GBPCAD,2026-01-23 16:45:00+00:00,SELL,4,LOSS,-1.0
GBPCAD,2026-01-23 19:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-01-23 19:30:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-01-26 00:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-01-26 14:45:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-01-26 15:45:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-01-26 16:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-01-27 00:15:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-01-27 02:30:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-01-27 05:15:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-01-27 05:45:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-01-27 06:45:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-01-27 11:30:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-01-27 12:45:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-01-27 15:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-01-27 20:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-01-28 00:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-01-28 01:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-01-28 06:45:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-01-28 11:45:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-01-29 18:45:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-02 17:30:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-02-03 06:45:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-03 07:30:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-02-03 08:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-03 09:30:00+00:00,BUY,3,LOSS,-1.0
GBPCAD,2026-02-03 10:30:00+00:00,BUY,4,LOSS,-1.0
GBPCAD,2026-02-03 11:00:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-04 10:00:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-02-04 12:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-04 13:45:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-02-04 15:45:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-02-05 08:45:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-02-06 00:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-02-06 01:00:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-06 02:15:00+00:00,SELL,4,LOSS,-1.0
GBPCAD,2026-02-06 03:15:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-02-06 03:45:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-06 04:15:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-06 05:15:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-02-06 06:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-02-06 07:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-06 08:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-02-06 09:30:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-02-06 10:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-06 11:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-06 12:00:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-02-06 13:00:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-09 00:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-09 06:30:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-02-10 16:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-02-13 19:15:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-13 20:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-13 20:45:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-16 00:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-17 07:15:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-02-18 00:00:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-18 04:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-18 05:30:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-18 06:45:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-02-18 07:15:00+00:00,SELL,4,LOSS,-1.0
GBPCAD,2026-02-18 08:00:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-02-18 08:45:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-02-18 10:30:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-02-18 17:00:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-02-18 18:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-02-19 10:45:00+00:00,SELL,4,LOSS,-1.0
GBPCAD,2026-02-23 06:00:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-02-23 07:15:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-24 09:45:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-02-24 13:15:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-02-24 13:45:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-24 14:15:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-02-24 14:45:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-02-24 17:15:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-02-25 00:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-02-25 16:15:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-02-25 16:45:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-02-25 17:45:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-02-26 15:15:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-02-27 05:45:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-03-02 00:00:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-03-02 07:15:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-03-02 16:15:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-03-02 16:45:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-02 18:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-02 19:15:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-03-03 13:45:00+00:00,SELL,4,LOSS,-1.0
GBPCAD,2026-03-04 10:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-04 11:45:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-03-04 13:30:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-03-05 00:00:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-03-05 03:30:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-03-05 16:45:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-03-05 17:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-05 19:00:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-03-05 19:30:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-03-06 00:00:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-03-06 11:15:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-03-09 00:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-03-09 19:45:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-03-10 07:00:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-03-10 08:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-10 10:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-12 01:30:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-03-16 18:30:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-03-16 19:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-17 00:00:00+00:00,BUY,3,WIN,1.0
GBPCAD,2026-03-17 09:15:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-03-17 10:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-17 10:45:00+00:00,BUY,2,WIN,1.0
GBPCAD,2026-03-18 05:30:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-03-18 06:15:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-03-18 11:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-18 20:30:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-03-19 13:15:00+00:00,SELL,4,LOSS,-1.0
GBPCAD,2026-03-19 14:15:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-03-19 16:30:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-03-19 17:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-19 17:30:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-03-19 18:45:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-20 00:00:00+00:00,BUY,3,LOSS,-1.0
GBPCAD,2026-03-20 12:45:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-03-23 18:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-23 20:45:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-03-25 00:00:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-03-25 00:30:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-03-25 01:00:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-03-27 11:45:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-03-30 15:30:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-03-31 12:45:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-03-31 14:00:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-03-31 15:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-03-31 16:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-04-01 11:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-01 11:30:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-04-01 12:00:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-04-01 12:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-01 13:30:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-04-01 15:00:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-04-02 03:15:00+00:00,BUY,3,LOSS,-1.0
GBPCAD,2026-04-02 04:30:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-04-02 06:00:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-04-07 09:00:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-04-07 10:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-07 16:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-04-08 00:00:00+00:00,SELL,4,LOSS,-1.0
GBPCAD,2026-04-08 06:30:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-08 07:00:00+00:00,SELL,4,LOSS,-1.0
GBPCAD,2026-04-08 09:15:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-04-08 11:30:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-04-08 12:15:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-04-08 13:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-08 13:45:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-08 16:45:00+00:00,BUY,4,LOSS,-1.0
GBPCAD,2026-04-08 17:45:00+00:00,BUY,4,LOSS,-1.0
GBPCAD,2026-04-08 18:30:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-04-08 20:00:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-04-09 00:00:00+00:00,BUY,2,WIN,1.0
GBPCAD,2026-04-09 09:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-09 11:15:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-04-09 14:30:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-04-09 17:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-09 18:15:00+00:00,BUY,3,WIN,1.0
GBPCAD,2026-04-10 13:00:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-04-10 14:15:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-04-10 15:00:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-04-10 15:30:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-04-10 17:15:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-04-13 00:00:00+00:00,BUY,2,WIN,1.0
GBPCAD,2026-04-13 14:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-13 15:15:00+00:00,BUY,3,WIN,1.0
GBPCAD,2026-04-13 16:45:00+00:00,BUY,2,WIN,1.0
GBPCAD,2026-04-13 18:15:00+00:00,BUY,2,WIN,1.0
GBPCAD,2026-04-14 11:00:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-04-14 11:30:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-04-14 12:30:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-04-14 13:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-04-14 18:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-14 19:45:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-15 00:00:00+00:00,BUY,2,LOSS,-1.0
GBPCAD,2026-04-15 14:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-16 08:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-16 14:30:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-04-20 01:15:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-04-21 08:15:00+00:00,SELL,4,LOSS,-1.0
GBPCAD,2026-04-22 09:15:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-22 10:00:00+00:00,SELL,2,WIN,1.0
GBPCAD,2026-04-23 00:30:00+00:00,SELL,3,WIN,1.0
GBPCAD,2026-04-23 02:15:00+00:00,SELL,3,LOSS,-1.0
GBPCAD,2026-04-23 13:00:00+00:00,SELL,2,LOSS,-1.0
GBPCAD,2026-04-23 14:45:00+00:00,SELL,4,WIN,1.0
GBPCAD,2026-04-23 16:00:00+00:00,BUY,2,LOSS,-1.0
EURCAD,2025-07-30 01:00:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-07-30 03:45:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-07-30 11:45:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-07-30 13:15:00+00:00,SELL,4,LOSS,-1.0
EURCAD,2025-08-01 13:30:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-08-01 14:00:00+00:00,SELL,4,LOSS,-1.0
EURCAD,2025-08-01 20:00:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-08-01 20:45:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-08-04 00:15:00+00:00,BUY,3,WIN,1.0
EURCAD,2025-08-06 14:00:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-08-06 14:30:00+00:00,SELL,4,WIN,1.0
EURCAD,2025-08-06 15:00:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-08-06 17:30:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-08-06 19:00:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-08-06 20:30:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-08-07 07:30:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-08-07 08:00:00+00:00,SELL,4,WIN,1.0
EURCAD,2025-08-07 10:00:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-08-07 15:15:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-08-12 13:15:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-08-12 13:45:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-08-12 14:15:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-08-12 15:30:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-08-12 16:00:00+00:00,BUY,3,WIN,1.0
EURCAD,2025-08-15 15:00:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-08-15 15:45:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-08-18 00:00:00+00:00,BUY,2,LOSS,-1.0
EURCAD,2025-08-18 01:45:00+00:00,BUY,3,LOSS,-1.0
EURCAD,2025-08-18 07:00:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-08-18 09:45:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-08-20 13:15:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-08-20 14:30:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-08-20 18:00:00+00:00,BUY,2,LOSS,-1.0
EURCAD,2025-08-21 06:45:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-08-21 08:00:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-08-21 12:15:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-08-21 12:45:00+00:00,SELL,4,WIN,1.0
EURCAD,2025-08-21 13:45:00+00:00,BUY,3,LOSS,-1.0
EURCAD,2025-08-21 14:45:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-08-22 15:30:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-08-22 19:15:00+00:00,BUY,3,LOSS,-1.0
EURCAD,2025-08-25 16:45:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-08-27 15:00:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-09-01 03:15:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-09-01 05:45:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-09-01 06:45:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-09-01 08:30:00+00:00,BUY,2,LOSS,-1.0
EURCAD,2025-09-02 08:30:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-09-04 15:30:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-09-04 16:15:00+00:00,BUY,2,LOSS,-1.0
EURCAD,2025-09-05 00:15:00+00:00,BUY,2,WIN,1.0
EURCAD,2025-09-05 12:15:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-09-05 13:15:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-09-05 14:30:00+00:00,SELL,4,LOSS,-1.0
EURCAD,2025-09-05 15:15:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-09-05 18:45:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-09-08 00:00:00+00:00,BUY,3,WIN,1.0
EURCAD,2025-09-08 08:15:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-09-08 10:15:00+00:00,BUY,3,LOSS,-1.0
EURCAD,2025-09-08 11:15:00+00:00,BUY,2,WIN,1.0
EURCAD,2025-09-08 11:45:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-09-08 14:00:00+00:00,SELL,4,LOSS,-1.0
EURCAD,2025-09-08 19:15:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-09-08 20:30:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-09-09 01:00:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-09-09 01:30:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-09-09 02:00:00+00:00,BUY,2,LOSS,-1.0
EURCAD,2025-09-09 08:15:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-09-10 00:15:00+00:00,BUY,2,WIN,1.0
EURCAD,2025-09-10 13:15:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-09-10 15:00:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-09-10 16:00:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-09-11 13:15:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-09-11 15:00:00+00:00,BUY,2,WIN,1.0
EURCAD,2025-09-16 14:45:00+00:00,SELL,4,LOSS,-1.0
EURCAD,2025-09-16 16:30:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-09-16 17:15:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-09-16 20:15:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-09-17 00:00:00+00:00,BUY,3,LOSS,-1.0
EURCAD,2025-09-18 13:30:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-09-23 01:00:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-09-23 01:45:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-09-23 02:45:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-09-23 07:30:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-09-23 12:30:00+00:00,BUY,3,WIN,1.0
EURCAD,2025-09-23 13:00:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-09-23 17:45:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-09-23 18:30:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-09-23 20:15:00+00:00,BUY,3,LOSS,-1.0
EURCAD,2025-09-24 13:15:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-09-25 17:30:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-09-29 05:30:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-09-29 08:30:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-09-29 13:15:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-09-29 13:45:00+00:00,SELL,4,WIN,1.0
EURCAD,2025-09-29 15:00:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-01 06:45:00+00:00,SELL,4,LOSS,-1.0
EURCAD,2025-10-01 07:15:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-10-01 10:00:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-02 12:15:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-10-02 13:00:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-10-02 14:15:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-03 08:45:00+00:00,SELL,4,LOSS,-1.0
EURCAD,2025-10-03 11:45:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-03 14:15:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-10-06 00:00:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-10-06 08:15:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-10-08 16:15:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-10-10 07:00:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-10-10 07:30:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-10-10 08:00:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-10-10 08:30:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-10-10 09:45:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-10-10 13:00:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-10 15:45:00+00:00,SELL,4,WIN,1.0
EURCAD,2025-10-13 09:00:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-14 05:00:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-10-14 05:45:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-10-14 06:15:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-10-14 07:45:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-14 15:45:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-10-14 16:15:00+00:00,SELL,4,WIN,1.0
EURCAD,2025-10-14 18:15:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-15 01:30:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-15 05:45:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-10-15 06:45:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-10-15 07:15:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-10-15 08:15:00+00:00,SELL,4,LOSS,-1.0
EURCAD,2025-10-15 09:00:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-15 17:15:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-10-15 18:00:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-10-16 00:00:00+00:00,BUY,2,WIN,1.0
EURCAD,2025-10-16 16:45:00+00:00,SELL,4,LOSS,-1.0
EURCAD,2025-10-16 17:30:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-16 18:15:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-16 19:30:00+00:00,SELL,3,WIN,1.0
EURCAD,2025-10-16 20:15:00+00:00,BUY,3,LOSS,-1.0
EURCAD,2025-10-17 19:15:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-10-22 00:00:00+00:00,SELL,2,WIN,1.0
EURCAD,2025-10-22 14:15:00+00:00,SELL,3,LOSS,-1.0
EURCAD,2025-10-24 03:15:00+00:00,SELL,2,LOSS,-1.0
EURCAD,2025-10-24 07:45:00+00:00,SELL,3,LOSS,-1.0
