datetime_utc,open,high,low,close,bid,ask,tick_volume,spread,real_volume
2024-07-22 04:00:00+00:00,0.6014,0.6016,0.60038,0.60094,0.59102,0.59103,87,40,0
2024-07-22 04:15:00+00:00,0.60095,0.60147,0.60081,0.60081,0.59102,0.59103,74,32,0
2024-07-22 04:30:00+00:00,0.60082,0.60133,0.6008,0.60119,0.59102,0.59103,148,21,0
2024-07-22 04:45:00+00:00,0.60121,0.60171,0.60084,0.60117,0.59102,0.59103,212,21,0
2024-07-22 05:00:00+00:00,0.60117,0.60172,0.60116,0.60172,0.59102,0.59103,153,9,0
2024-07-22 05:15:00+00:00,0.60173,0.60206,0.60173,0.60206,0.59102,0.59103,73,4,0
2024-07-22 05:30:00+00:00,0.6021,0.60266,0.6021,0.60264,0.59102,0.59103,123,5,0
2024-07-22 05:45:00+00:00,0.60263,0.60266,0.60251,0.60253,0.59102,0.59103,135,5,0
2024-07-22 06:00:00+00:00,0.60254,0.60262,0.60239,0.60239,0.59102,0.59103,278,5,0
2024-07-22 06:15:00+00:00,0.6024,0.60268,0.60237,0.60265,0.59102,0.59103,177,5,0
2024-07-22 06:30:00+00:00,0.60264,0.60277,0.60259,0.60268,0.59102,0.59103,221,5,0
2024-07-22 06:45:00+00:00,0.60267,0.60267,0.60234,0.60234,0.59102,0.59103,229,5,0
2024-07-22 07:00:00+00:00,0.60234,0.60235,0.60183,0.60203,0.59102,0.59103,379,5,0
2024-07-22 07:15:00+00:00,0.60203,0.60204,0.6018,0.60182,0.59102,0.59103,261,5,0
2024-07-22 07:30:00+00:00,0.60182,0.60183,0.60141,0.60141,0.59102,0.59103,160,4,0
2024-07-22 07:45:00+00:00,0.60142,0.60145,0.60119,0.60142,0.59102,0.59103,250,4,0
2024-07-22 08:00:00+00:00,0.60142,0.60149,0.60107,0.60123,0.59102,0.59103,309,5,0
2024-07-22 08:15:00+00:00,0.60122,0.60175,0.60122,0.60162,0.59102,0.59103,289,5,0
2024-07-22 08:30:00+00:00,0.60163,0.60167,0.60154,0.60167,0.59102,0.59103,245,5,0
2024-07-22 08:45:00+00:00,0.60168,0.60169,0.60057,0.60062,0.59102,0.59103,397,5,0
2024-07-22 09:00:00+00:00,0.60059,0.60059,0.59989,0.60027,0.59102,0.59103,433,5,0
2024-07-22 09:15:00+00:00,0.60032,0.60037,0.59994,0.60004,0.59102,0.59103,393,5,0
2024-07-22 09:30:00+00:00,0.60003,0.6005,0.60003,0.60036,0.59102,0.59103,318,5,0
2024-07-22 09:45:00+00:00,0.60036,0.60066,0.60036,0.60036,0.59102,0.59103,329,5,0
2024-07-22 10:00:00+00:00,0.60036,0.60049,0.60008,0.60016,0.59102,0.59103,255,5,0
2024-07-22 10:15:00+00:00,0.60017,0.60022,0.60012,0.60015,0.59102,0.59103,150,5,0
2024-07-22 10:30:00+00:00,0.60015,0.60018,0.59989,0.59993,0.59102,0.59103,127,5,0
2024-07-22 10:45:00+00:00,0.59993,0.59996,0.59978,0.59989,0.59102,0.59103,178,4,0
2024-07-22 11:00:00+00:00,0.5999,0.59998,0.59964,0.5997,0.59102,0.59103,204,5,0
2024-07-22 11:15:00+00:00,0.5997,0.59983,0.59969,0.59974,0.59102,0.59103,167,4,0
2024-07-22 11:30:00+00:00,0.59974,0.59976,0.59952,0.59969,0.59102,0.59103,147,4,0
2024-07-22 11:45:00+00:00,0.59969,0.59974,0.59923,0.59928,0.59102,0.59103,179,5,0
2024-07-22 12:00:00+00:00,0.59929,0.59938,0.59908,0.59926,0.59102,0.59103,241,5,0
2024-07-22 12:15:00+00:00,0.59926,0.59949,0.59925,0.59946,0.59102,0.59103,247,5,0
2024-07-22 12:30:00+00:00,0.59946,0.59954,0.5993,0.59936,0.59102,0.59103,237,5,0
2024-07-22 12:45:00+00:00,0.59937,0.59956,0.59922,0.59934,0.59102,0.59103,249,5,0
2024-07-22 13:00:00+00:00,0.5993,0.59964,0.59908,0.59964,0.59102,0.59103,484,5,0
2024-07-22 13:15:00+00:00,0.59964,0.59968,0.59935,0.59953,0.59102,0.59103,390,5,0
2024-07-22 13:30:00+00:00,0.59954,0.60023,0.59945,0.60022,0.59102,0.59103,458,4,0
2024-07-22 13:45:00+00:00,0.60022,0.60025,0.59974,0.59985,0.59102,0.59103,367,5,0
2024-07-22 14:00:00+00:00,0.59985,0.59998,0.59966,0.59966,0.59102,0.59103,403,4,0
2024-07-22 14:15:00+00:00,0.59966,0.59991,0.59954,0.59983,0.59102,0.59103,383,5,0
2024-07-22 14:30:00+00:00,0.59983,0.59991,0.5996,0.59974,0.59102,0.59103,327,5,0
2024-07-22 14:45:00+00:00,0.59974,0.5999,0.59965,0.59976,0.59102,0.59103,282,4,0
2024-07-22 15:00:00+00:00,0.59975,0.59996,0.59965,0.59971,0.59102,0.59103,296,5,0
2024-07-22 15:15:00+00:00,0.59971,0.59986,0.59953,0.59985,0.59102,0.59103,212,5,0
2024-07-22 15:30:00+00:00,0.59984,0.60029,0.59984,0.60022,0.59102,0.59103,267,3,0
2024-07-22 15:45:00+00:00,0.60021,0.60021,0.59993,0.60003,0.59102,0.59103,269,5,0
2024-07-22 16:00:00+00:00,0.60002,0.60021,0.5999,0.59996,0.59102,0.59103,302,5,0
2024-07-22 16:15:00+00:00,0.59997,0.6,0.59977,0.59981,0.59102,0.59103,206,5,0
2024-07-22 16:30:00+00:00,0.59981,0.60028,0.59981,0.60019,0.59102,0.59103,216,5,0
2024-07-22 16:45:00+00:00,0.60019,0.60041,0.60019,0.60027,0.59102,0.59103,163,4,0
2024-07-22 17:00:00+00:00,0.60027,0.60027,0.59989,0.59991,0.59102,0.59103,224,4,0
2024-07-22 17:15:00+00:00,0.59991,0.59997,0.59975,0.59996,0.59102,0.59103,168,5,0
2024-07-22 17:30:00+00:00,0.59997,0.60033,0.59995,0.60027,0.59102,0.59103,265,4,0
2024-07-22 17:45:00+00:00,0.60026,0.60029,0.59986,0.59995,0.59102,0.59103,229,5,0
2024-07-22 18:00:00+00:00,0.59993,0.60008,0.59974,0.59978,0.59102,0.59103,220,4,0
2024-07-22 18:15:00+00:00,0.59977,0.59989,0.59975,0.59986,0.59102,0.59103,194,5,0
2024-07-22 18:30:00+00:00,0.59985,0.60009,0.59976,0.59978,0.59102,0.59103,190,5,0
2024-07-22 18:45:00+00:00,0.59978,0.59978,0.59934,0.59941,0.59102,0.59103,268,5,0
2024-07-22 19:00:00+00:00,0.59943,0.59943,0.59905,0.59909,0.59102,0.59103,383,5,0
2024-07-22 19:15:00+00:00,0.59909,0.59934,0.59901,0.59921,0.59102,0.59103,349,5,0
2024-07-22 19:30:00+00:00,0.59924,0.59924,0.59859,0.59859,0.59102,0.59103,434,4,0
2024-07-22 19:45:00+00:00,0.59859,0.59864,0.59841,0.59858,0.59102,0.59103,355,4,0
2024-07-22 20:00:00+00:00,0.59859,0.59865,0.59811,0.59817,0.59102,0.59103,364,4,0
2024-07-22 20:15:00+00:00,0.59817,0.59835,0.59792,0.59794,0.59102,0.59103,395,5,0
2024-07-22 20:30:00+00:00,0.59794,0.59838,0.59792,0.59799,0.59102,0.59103,559,4,0
2024-07-22 20:45:00+00:00,0.59799,0.59807,0.5977,0.59786,0.59102,0.59103,513,4,0
2024-07-22 21:00:00+00:00,0.59787,0.59787,0.59746,0.59747,0.59102,0.59103,520,5,0
2024-07-22 21:15:00+00:00,0.59747,0.59749,0.59718,0.59746,0.59102,0.59103,402,4,0
2024-07-22 21:30:00+00:00,0.59749,0.5977,0.59738,0.59757,0.59102,0.59103,392,5,0
2024-07-22 21:45:00+00:00,0.59758,0.59784,0.59749,0.59781,0.59102,0.59103,407,5,0
2024-07-22 22:00:00+00:00,0.59783,0.59796,0.59754,0.59783,0.59102,0.59103,395,5,0
2024-07-22 22:15:00+00:00,0.59784,0.59809,0.59769,0.5977,0.59102,0.59103,464,5,0
2024-07-22 22:30:00+00:00,0.59769,0.59778,0.59737,0.59745,0.59102,0.59103,453,5,0
2024-07-22 22:45:00+00:00,0.59744,0.59758,0.59736,0.59754,0.59102,0.59103,403,5,0
2024-07-22 23:00:00+00:00,0.59752,0.59764,0.59739,0.59757,0.59102,0.59103,348,5,0
2024-07-22 23:15:00+00:00,0.59758,0.59768,0.59743,0.59744,0.59102,0.59103,233,5,0
2024-07-22 23:30:00+00:00,0.59744,0.59764,0.59733,0.59744,0.59102,0.59103,283,5,0
2024-07-22 23:45:00+00:00,0.59743,0.59757,0.59734,0.59739,0.59102,0.59103,299,5,0
2024-07-23 00:00:00+00:00,0.59743,0.59787,0.59743,0.59784,0.59102,0.59103,235,5,0
2024-07-23 00:15:00+00:00,0.59785,0.59788,0.59767,0.59776,0.59102,0.59103,265,5,0
2024-07-23 00:30:00+00:00,0.59776,0.59788,0.59769,0.59784,0.59102,0.59103,195,5,0
2024-07-23 00:45:00+00:00,0.59785,0.59795,0.5978,0.59787,0.59102,0.59103,221,5,0
2024-07-23 01:00:00+00:00,0.59789,0.5979,0.59773,0.5978,0.59102,0.59103,208,5,0
2024-07-23 01:15:00+00:00,0.59779,0.59789,0.59774,0.59775,0.59102,0.59103,154,4,0
2024-07-23 01:30:00+00:00,0.59773,0.59779,0.59761,0.59766,0.59102,0.59103,141,5,0
2024-07-23 01:45:00+00:00,0.59765,0.59775,0.59757,0.59757,0.59102,0.59103,118,5,0
2024-07-23 02:00:00+00:00,0.59758,0.5977,0.5974,0.5977,0.59102,0.59103,191,4,0
2024-07-23 02:15:00+00:00,0.5977,0.59775,0.59765,0.59765,0.59102,0.59103,102,4,0
2024-07-23 02:30:00+00:00,0.59766,0.59789,0.59759,0.59782,0.59102,0.59103,105,4,0
2024-07-23 02:45:00+00:00,0.59784,0.59791,0.59767,0.5979,0.59102,0.59103,126,5,0
2024-07-23 03:00:00+00:00,0.59788,0.59792,0.59776,0.5979,0.59102,0.59103,61,5,0
2024-07-23 03:15:00+00:00,0.5979,0.5979,0.59782,0.59788,0.59102,0.59103,39,3,0
2024-07-23 03:30:00+00:00,0.59788,0.59788,0.59771,0.59776,0.59102,0.59103,41,3,0
2024-07-23 03:45:00+00:00,0.59777,0.59785,0.59757,0.59757,0.59102,0.59103,130,3,0
2024-07-23 04:00:00+00:00,0.5974,0.59785,0.59729,0.59775,0.59102,0.59103,69,38,0
2024-07-23 04:15:00+00:00,0.59795,0.59808,0.59768,0.59806,0.59102,0.59103,45,21,0
2024-07-23 04:30:00+00:00,0.59806,0.59806,0.59767,0.59789,0.59102,0.59103,228,15,0
2024-07-23 04:45:00+00:00,0.59789,0.59803,0.59766,0.59788,0.59102,0.59103,190,14,0
2024-07-23 05:00:00+00:00,0.59786,0.59796,0.59766,0.59784,0.59102,0.59103,162,6,0
2024-07-23 05:15:00+00:00,0.59786,0.59789,0.5978,0.59787,0.59102,0.59103,64,5,0
2024-07-23 05:30:00+00:00,0.59787,0.59791,0.59782,0.59787,0.59102,0.59103,73,5,0
2024-07-23 05:45:00+00:00,0.59787,0.59791,0.59776,0.59786,0.59102,0.59103,75,5,0
