trade_id,symbol,direction,entry_time,entry_price,stop_loss,take_profit,lot_size,confidence,strategy,exit_time,exit_price,exit_reason,pnl_pips,pnl_usd,commission_usd,slippage_pips,hold_bars
1,EURUSD,BUY,2022-05-20 17:00:00+00:00,1.05592,1.05627,1.0576405714285713,1.0,100,v7_production,2022-05-20 18:00:00+00:00,1.05627,SL_BE,7.247535904753022e-13,-6.9999999999927525,7.0,2.0,0
2,EURUSD,SELL,2022-06-14 10:00:00+00:00,1.0466,1.0450158928571427,1.0402635714285713,0.38,100,v7_production,2022-06-14 12:00:00+00:00,1.0450158928571427,SL_PROFIT,12.341071428572828,44.23607142857675,2.66,2.0,1
3,EURUSD,BUY,2022-10-28 11:00:00+00:00,0.99427,0.994931,0.9960259999999999,1.0,100,v7_production,2022-10-28 12:00:00+00:00,0.994931,SL_PROFIT,3.110000000000227,24.100000000002268,7.0,2.0,0
4,EURUSD,BUY,2022-12-27 16:00:00+00:00,1.06278,1.0643950000000002,1.06516,1.0,100,v7_production,2022-12-27 17:00:00+00:00,1.0643950000000002,SL_PROFIT,12.650000000001441,119.50000000001441,7.0,2.0,0
5,EURUSD,BUY,2023-03-07 12:00:00+00:00,1.06627,1.0666200000000001,1.0681260000000006,1.0,100,v7_production,2023-03-07 13:00:00+00:00,1.0666200000000001,SL_BE,7.247535904753022e-13,-6.9999999999927525,7.0,2.0,0
6,EURUSD,BUY,2023-03-13 18:00:00+00:00,1.07417,1.0704896428571429,1.0815307142857145,0.33,100,v7_production,2023-03-14 04:00:00+00:00,1.0704896428571429,SL,-40.303571428571935,-135.3117857142874,2.31,2.0,9
7,EURUSD,SELL,2023-05-30 15:00:00+00:00,1.07204,1.0673591428571427,1.066523428571429,0.44,100,v7_production,2023-05-31 11:00:00+00:00,1.0673591428571427,SL_PROFIT,43.30857142857375,187.4777142857245,3.08,2.0,19
8,EURUSD,BUY,2023-06-09 13:00:00+00:00,1.07632,1.0770047857142857,1.0776208571428572,1.0,100,v7_production,2023-06-09 14:00:00+00:00,1.0770047857142857,SL_PROFIT,3.3478571428576274,26.478571428576274,7.0,2.0,0
9,EURUSD,BUY,2023-07-18 16:00:00+00:00,1.12286,1.1233209285714287,1.1247037142857146,1.0,100,v7_production,2023-07-18 17:00:00+00:00,1.1233209285714287,SL_PROFIT,1.1092857142876476,4.0928571428764755,7.0,2.0,0
10,EURUSD,SELL,2023-07-28 15:00:00+00:00,1.10073,1.10038,1.0976774285714286,0.81,100,v7_production,2023-07-28 16:00:00+00:00,1.10038,SL_BE,7.247535904753022e-13,-5.669999999994129,5.67,2.0,0
