trade_id,symbol,direction,entry_time,entry_price,stop_loss,take_profit,lot_size,confidence,strategy,exit_time,exit_price,exit_reason,pnl_pips,pnl_usd,commission_usd,slippage_pips,hold_bars
1,EURUSD,SELL,2022-03-08 20:00:00+00:00,1.09151,1.0979244285714285,1.0786811428571428,0.19,100,v4_final,2022-03-09 12:00:00+00:00,1.0979244285714285,SL,-67.64428571428488,-129.85414285714128,1.33,2.0,15
2,EURUSD,SELL,2022-04-11 13:00:00+00:00,1.09107,1.08741,1.0841194285714286,0.34,100,v4_final,2022-04-12 04:00:00+00:00,1.08741,SL_BE,33.099999999999966,110.1599999999999,2.3800000000000003,2.0,14
3,EURUSD,SELL,2022-04-13 17:00:00+00:00,1.08453,1.0875681428571429,1.0784537142857142,0.39,100,v4_final,2022-04-13 19:00:00+00:00,1.0875681428571429,SL,-33.881428571428785,-134.86757142857223,2.73,2.0,1
4,EURUSD,SELL,2022-04-29 11:00:00+00:00,1.0566900000000001,1.05341,1.0505777142857144,0.39,100,v4_final,2022-04-29 15:00:00+00:00,1.05341,SL_BE,29.300000000001717,111.54000000000669,2.73,2.0,3
5,EURUSD,SELL,2022-05-03 16:00:00+00:00,1.05539,1.0594567142857143,1.0472565714285715,0.29,100,v4_final,2022-05-04 21:00:00+00:00,1.0594567142857143,SL,-44.167142857142565,-130.11471428571343,2.03,2.0,28
6,EURUSD,SELL,2022-05-11 10:00:00+00:00,1.05503,1.056803,1.051484,0.67,100,v4_final,2022-05-11 11:00:00+00:00,1.056803,SL,-21.230000000000246,-146.93100000000166,4.69,2.0,0
7,EURUSD,BUY,2022-05-20 17:00:00+00:00,1.05592,1.0596999999999999,1.062405142857143,0.36,100,v4_final,2022-05-23 08:00:00+00:00,1.0596999999999999,SL_BE,34.299999999998946,120.95999999999621,2.52,2.0,14
8,EURUSD,BUY,2022-05-25 13:00:00+00:00,1.06673,1.0642768571428571,1.0716362857142858,0.48,100,v4_final,2022-05-25 15:00:00+00:00,1.0642768571428571,SL,-28.031428571428204,-137.91085714285538,3.36,2.0,1
9,EURUSD,SELL,2022-06-14 10:00:00+00:00,1.0466,1.04131,1.0389962857142856,0.3,100,v4_final,2022-06-14 17:00:00+00:00,1.04131,SL_BE,49.40000000000017,146.1000000000005,2.1,2.0,6
10,EURUSD,SELL,2022-06-30 20:00:00+00:00,1.04782,1.04097,1.038555142857143,0.25,100,v4_final,2022-07-01 15:00:00+00:00,1.04097,SL_BE,65.00000000000023,160.75000000000057,1.75,2.0,18
11,EURUSD,SELL,2022-07-04 12:00:00+00:00,1.044,1.0423,1.0393405714285715,0.51,100,v4_final,2022-07-05 01:00:00+00:00,1.0423,SL_BE,13.500000000000348,65.28000000000176,3.5700000000000003,2.0,12
12,EURUSD,SELL,2022-08-04 12:00:00+00:00,1.01865,1.020936,1.014078,0.53,100,v4_final,2022-08-04 17:00:00+00:00,1.020936,SL,-26.360000000000102,-143.41800000000057,3.71,2.0,4
13,EURUSD,SELL,2022-08-23 17:00:00+00:00,0.99853,0.99247,0.9895942857142858,0.27,100,v4_final,2022-08-24 13:00:00+00:00,0.99247,SL_BE,57.10000000000065,152.28000000000176,1.8900000000000001,2.0,19
