datetime_utc,open,high,low,close,bid,ask,tick_volume,spread,real_volume
2021-11-05 04:00:00+00:00,1.15537,1.1573,1.15134,1.15665,1.15863,1.15863,68123,0,0
2021-11-08 04:00:00+00:00,1.15597,1.1595,1.15503,1.1586400000000001,1.15863,1.15863,54555,0,0
2021-11-09 04:00:00+00:00,1.1584,1.16086,1.15697,1.15929,1.15863,1.15863,67294,0,0
2021-11-10 04:00:00+00:00,1.1590799999999999,1.15953,1.14756,1.14783,1.15863,1.15863,85955,0,0
2021-11-11 04:00:00+00:00,1.14774,1.14876,1.14429,1.14495,1.15863,1.15863,53727,0,0
2021-11-12 04:00:00+00:00,1.14484,1.14623,1.14328,1.1442700000000001,1.15863,1.15863,57609,0,0
2021-11-15 04:00:00+00:00,1.14456,1.14641,1.13562,1.13672,1.15863,1.15863,64282,0,0
2021-11-16 04:00:00+00:00,1.13666,1.13855,1.1308799999999999,1.13194,1.15863,1.15863,75709,0,0
2021-11-17 04:00:00+00:00,1.13184,1.13324,1.12632,1.13187,1.15863,1.15863,76999,0,0
2021-11-18 04:00:00+00:00,1.13177,1.13741,1.13138,1.13704,1.15863,1.15863,69758,0,0
2021-11-19 04:00:00+00:00,1.13686,1.13724,1.12498,1.12829,1.15863,1.15863,90206,0,0
2021-11-22 04:00:00+00:00,1.12884,1.12901,1.12307,1.12364,1.15863,1.15863,81667,0,0
2021-11-23 04:00:00+00:00,1.12362,1.1275,1.1226,1.12474,1.15863,1.15863,81541,0,0
2021-11-24 04:00:00+00:00,1.12461,1.12554,1.1186099999999999,1.11982,1.15863,1.15863,86483,0,0
2021-11-25 04:00:00+00:00,1.1196,1.12299,1.11954,1.12083,1.15863,1.15863,48236,0,0
2021-11-26 04:00:00+00:00,1.1206,1.13303,1.12044,1.13215,1.15863,1.15863,113571,0,0
2021-11-29 04:00:00+00:00,1.13002,1.13112,1.12584,1.12902,1.15863,1.15863,75004,0,0
2021-11-30 04:00:00+00:00,1.12883,1.1383,1.12354,1.1338,1.15863,1.15863,108745,0,0
2021-12-01 04:00:00+00:00,1.1335,1.13597,1.13025,1.13193,1.15863,1.15863,89859,0,0
2021-12-02 04:00:00+00:00,1.1317599999999999,1.1347800000000001,1.12952,1.13006,1.15863,1.15863,75866,0,0
2021-12-03 04:00:00+00:00,1.12996,1.13335,1.12666,1.13083,1.15863,1.15863,86551,0,0
2021-12-06 04:00:00+00:00,1.12995,1.13104,1.12665,1.12847,1.15863,1.15863,57613,0,0
2021-12-07 04:00:00+00:00,1.12821,1.1298300000000001,1.12274,1.12671,1.15863,1.15863,59940,0,0
2021-12-08 04:00:00+00:00,1.12658,1.1354899999999999,1.12633,1.1341700000000001,1.15863,1.15863,71543,0,0
2021-12-09 04:00:00+00:00,1.13418,1.13449,1.12784,1.12924,1.15863,1.15863,61604,0,0
2021-12-10 04:00:00+00:00,1.12919,1.13243,1.12649,1.13162,1.15863,1.15863,59302,0,0
2021-12-13 04:00:00+00:00,1.13077,1.1319,1.12599,1.12842,1.15863,1.15863,54396,0,0
2021-12-14 04:00:00+00:00,1.12807,1.1323699999999999,1.12537,1.12583,1.15863,1.15863,54577,0,0
2021-12-15 04:00:00+00:00,1.12575,1.12992,1.1221700000000001,1.12919,1.15863,1.15863,71257,0,0
2021-12-16 04:00:00+00:00,1.1290499999999999,1.13602,1.12811,1.13296,1.15863,1.15863,72728,0,0
2021-12-17 04:00:00+00:00,1.13296,1.13489,1.12344,1.12372,1.15863,1.15863,63293,0,0
2021-12-20 04:00:00+00:00,1.12356,1.1304,1.12341,1.12769,1.15863,1.15863,60766,0,0
2021-12-21 04:00:00+00:00,1.12743,1.1302699999999999,1.12609,1.12822,1.15863,1.15863,54441,0,0
2021-12-22 04:00:00+00:00,1.1282,1.13423,1.12642,1.13258,1.15863,1.15863,52866,0,0
2021-12-23 04:00:00+00:00,1.13246,1.13422,1.12902,1.13263,1.15863,1.15863,49430,0,0
